rank,uid,username,type
1,5729200,畏光゛,提督
2,11965818,卖萝的小火柴,提督
3,1942864208,卡萝尔Akuma,提督
4,3537112932551510,账号已注销,提督
5,249594967,守护被萝宝尿湿的床单,舰长
6,19349978,鸿梧S,舰长
7,367346953,洛天启I黑星,舰长
8,34157994,爱学习的萌新白,舰长
9,3493294526958393,萝宝の恦月,舰长
10,36132907,猫鳄霸,舰长
11,11012736,芝麻夹心小汤圆,舰长
12,457009121,一只幻云吖,舰长
13,677668473,萝哥の现亦,舰长
14,509846987,枫浅沐熙,舰长
15,290798377,萝树叶,舰长
16,33099690,宇宙蟹bro,舰长
17,35505931,无是吾,舰长
18,2291936,猫耳克拉里昂,舰长
19,39014561,YUME・夢,舰长
20,357923555,七罪office,舰长
21,152425867,戳的人是坏蛋,舰长
22,106797737,yameito,舰长
23,384250971,萝宝的骑士长狗狗,舰长
24,1862168457,不要去抱怨,舰长
25,16174561,凯哥的小菊,舰长
26,327958100,永夜大公爵,舰长
27,424384495,雪白の假期,舰长
28,452182553,一条咸化鲨鱼,舰长
29,437016169,锦依卫-旅行家,舰长
30,23235335,韩沐渚,舰长
31,363857729,玉咩咩碳,舰长
32,437490940,养马糕手-,舰长
33,2612212,鱼小年儿,舰长
34,164870864,大号橙子e,舰长
35,438602069,-无声铃鹿---,舰长
36,10064936,沫寒z,舰长
37,2206033,田居小铃,舰长
38,85397751,桐桐不会星爆,舰长
39,66952897,秋风阿柒,舰长
40,28523110,伏特加啡,舰长
41,1017883714,啊假老练,舰长
42,480496530,思路僵硬,舰长
43,21798828,是大野猫,舰长
44,447525381,MNI俗D,舰长
45,363297560,乙坂奈绪,舰长
46,177736688,闻艺wy,舰长
47,1588808265,diHatsuneMiku,舰长
48,33929073,I羊驼I,舰长
49,31199463,雨落_莲开,舰长
50,189598054,i珂i,舰长
51,249454154,白羽落鹰,舰长
52,1548058371,-某中子星,舰长
53,400156390,AL-WOWS屑指挥官,舰长
54,11393326,CKylin_小凌,舰长
55,1307168639,ジョー夕よ,舰长
56,477076389,幽灵千官,舰长
57,3546569880111337,日常摸鱼的寺锦月,舰长
58,3546620606023979,只给傻子上舰长,舰长
59,333508638,Rick783,舰长
60,3546393505433751,爱情是糖捏,舰长
61,472629451,SwirlyRui,舰长
62,519274401,CL_LuckyE,舰长
63,9021132,夜雨声烦Official,舰长
64,301488401,屑猫咪老师,舰长
65,201298,招魂幡少年,舰长
66,139908012,飛翔的荷蘭人,舰长
67,1126587861,这个月流水够了吗,舰长
68,30865733,君尚未...,舰长
69,18664062,不安分的跳蚤,舰长
70,359561064,不会星爆的桐桐,舰长
71,82030150,葉際,舰长
72,2118208740,枫花_风叶,舰长
73,490962527,照客,舰长
74,3493133495044451,只想当好怪亞的Tim,舰长
75,472417321,美西螈传媒,舰长
76,157727114,卡萝尔Aakuma,舰长
77,1326809254,逐幻风城,舰长
78,535086238,纪念圣,舰长
79,38008610,番茄酱牛腩面w,舰长
80,591355861,小小空洞骑士,舰长
81,8394756,美味小年糕,舰长
82,169529753,咸鱼本鱼111,舰长
83,4086178,Memoriaa,舰长
84,1108801040,墨翊w,舰长
85,381421723,幻梦思念,舰长
86,3546555363625482,九离ail,舰长
87,565466140,给傻孩子上个舰吧,舰长
88,352782762,光之继承者_OFFICIAL,舰长
89,3493104277522992,雪奈Rin_Channel,舰长
90,1814618719,就动情了,舰长
91,7004852,和光同尘の,舰长
92,488306946,VESERON,舰长
93,22612050,佩家最受宠爱的,舰长
94,1643295277,町民诃息,舰长
95,1227373308,二乃单推人-,舰长
96,432138982,v2薇的pershow,舰长
97,1554194572,和和不会边路,舰长
98,343503720,荻原紗優が大好きです,舰长
99,264505066,哇冷雨,舰长
100,4362469,萌萌的哀伤,舰长
101,434384100,天無塵,舰长
102,1406069,丧心病狂小土豆,舰长
103,2024310242,星尘点墨,舰长
104,339835003,放牧の星星,舰长
105,297192189,今天的冬木也很热闹,舰长
106,176575959,卖眠的小火柴,舰长
107,324778908,虎牙七夜,舰长
108,520653047,幻梦境中的旅者,舰长
109,33450404,孤逝心,舰长
110,374775147,娜拉的指挥官----豹爆,舰长
111,599183339,卢比贡河的方块K,舰长
112,1283325371,韶澴,舰长
113,543935612,或许佐伊也会爱上我,舰长
114,404195693,l星萌l,舰长
115,1032961495,王慧明123456,舰长
116,7682775,超级冬眠者,舰长
117,22312728,朝起汐落无月言,舰长
118,50126665,举目望月照见星空,舰长
119,358597923,亿之秋,舰长
120,1142866298,超勇的啊,舰长
121,323066549,吃白菜的蛇皮怪,舰长
122,361326290,chm和平,舰长
123,23071482,烛火碎龙魂,舰长
124,94853006,乔颂涟,舰长
125,937553,神咲邪月Moon,舰长
126,86948494,邪眼断罪真君,舰长
127,626689214,喊疼的年纪主播喊用力,舰长
128,446663155,高橋舟,舰长
129,3493115182712838,看见傻子就上舰,舰长
130,27742518,无名的伤逝,舰长
131,274424711,事需缓图,舰长
132,270442526,次生林_forest,舰长
133,12539901,十八戴环为了玩,舰长
