rank,uid,username,type
1,5729200,畏光゛,提督
2,3493294526958393,萝宝の恦月,提督
3,11965818,忘了那个萝,提督
4,519274401,CL_LuckyE,提督
5,249594967,鬼混少女小福狸,舰长
6,367346953,洛天启I黑星,舰长
7,65141013,落鹿星,舰长
8,34157994,爱面包的萌新白,舰长
9,36132907,猫鳄霸,舰长
10,677668473,萝哥の现亦,舰长
11,11933095,靑鋆子,舰长
12,35505931,无是吾,舰长
13,424384495,假期の傲罗,舰长
14,2291936,猫耳克拉里昂,舰长
15,509846987,枫浅沐熙,舰长
16,1942864208,卡萝尔Akuma,舰长
17,16174561,凯哥的小菊,舰长
18,152425867,戳的人是坏蛋,舰长
19,164870864,萝宝の橙子,舰长
20,484156,欧卡尼亚,舰长
21,452182553,一条咸化鲨鱼,舰长
22,10064936,沫寒z,舰长
23,437490940,养马糕手-,舰长
24,384250971,萝宝的骑士长狗狗,舰长
25,44056096,卡萝尔钛合金钢板,舰长
26,38741820,霜月莹墨梅,舰长
27,8394756,美味小年糕,舰长
28,341044448,QyTitan,舰长
29,1535661,SM丶MM,舰长
30,264489711,北极星夜,舰长
31,249454154,白羽落鹰,舰长
32,123729248,天麟夜宇,舰长
33,19006229,鄙人姓馋名猫,舰长
34,1249276775,wajysys1,舰长
35,297192189,今天的冬木也很热闹,舰长
36,189598054,i珂i,舰长
37,363297560,乙坂奈绪,舰长
38,383036333,潇潇无雨声,舰长
39,381421723,幻梦思念,舰长
40,91285143,星海真帅,舰长
41,1810730016,萝宝の凳子,舰长
42,1121669110,微の影,舰长
43,3546393505433751,爱情是糖捏,舰长
44,1695619600,阳气四射,舰长
45,591355861,小小空洞骑士,舰长
46,3546383783037041,coc疯狂的冒险人,舰长
47,37109634,墨白叙画,舰长
48,44665918,无霞呦,舰长
49,1959670000,鎏槐,舰长
50,392803366,星月华影,舰长
51,381664267,洛丽玛丝_,舰长
52,4738109,绯樱_-,舰长
53,45370284,伊人月千寻,舰长
54,86714297,怎么啥昵称都已存在捏,舰长
55,404566288,幻夕hxi,舰长
56,196249203,儒雅的会心一笑,舰长
57,334421093,呵呵呵的豆豆,舰长
58,487202536,-东方铁心-,舰长
59,176575959,萝宝の鬼火柴犬,舰长
60,473041479,Be_nanming,舰长
61,573508245,鸢华ankou,舰长
62,392082420,V圈守墓人-逆风21314号,舰长
63,398185389,萌新-依恋,舰长
64,547170297,指尖流沙秋风,舰长
65,3493142026259225,欧趴阿,舰长
66,3493136135359229,゚哈妮露鸭,舰长
67,501516075,花語傾城,舰长
68,505800931,清氵连,舰长
69,474073075,鑫森淼焱三个土,舰长
70,1651479,冬眠兔酱,舰长
71,457387525,yz壹整,舰长
72,667808281,萝宝的杨逸,舰长
73,473119336,夜某xxx,舰长
74,322309575,星野真寻Official,舰长
75,3546669796821037,清秋的安卓1号机,舰长
76,122671989,浅笙瑠璃,舰长
77,175423463,烟雨-同舟,舰长
78,383768910,网恋被骗2个硬币,舰长
79,362517039,逝影灵,舰长
80,2044200727,私の流莹,舰长
81,10924324,玖渡铭,舰长
82,1859166402,柯莱的柯里安巴,舰长
83,578523640,幻恋水玥,舰长
84,538726186,五月巷里秦七月,舰长
85,3546562267450048,你的嘿好紧,舰长
86,1389488232,会飞的小堇瓜,舰长
87,421012,放丶牛娃,舰长
88,185889507,雨声寂寥,舰长
89,1109054110,怠惰神樂鴨,舰长
