rank,uid,username,type
1,5729200,畏光゛,提督
2,3493294526958393,萝宝の恦月,提督
3,11965818,卡萝尔的柴犬,提督
4,628854880,伊卡洛斯end,提督
5,249594967,鬼混少女小福狸,舰长
6,367346953,洛天启I黑星,舰长
7,65141013,落鹿星,舰长
8,34157994,爱面包的萌新白,舰长
9,36132907,猫鳄霸,舰长
10,11012736,芝麻夹心小汤圆,舰长
11,457009121,一只幻云吖,舰长
12,677668473,萝哥の现亦,舰长
13,35505931,无是吾,舰长
14,509846987,枫浅沐熙,舰长
15,2291936,猫耳克拉里昂,舰长
16,2612212,鱼小年儿,舰长
17,1942864208,卡萝尔Akuma,舰长
18,11933095,靑鋆子,舰长
19,152425867,戳的人是坏蛋,舰长
20,164870864,萝宝の橙子,舰长
21,39014561,YUME_夢-戒赌版,舰长
22,16174561,凯哥的小菊,舰长
23,10064936,沫寒z,舰长
24,484156,欧卡尼亚,舰长
25,424384495,萤火虫の假期,舰长
26,106797737,yameito,舰长
27,384250971,萝宝的骑士长狗狗,舰长
28,24050812,老板给我来份男娘,舰长
29,452182553,一条咸化鲨鱼,舰长
30,341044448,QyTitan,舰长
31,1535661,SM丶MM,舰长
32,1862168457,不要去抱怨,舰长
33,38741820,霜月莹墨梅,舰长
34,437490940,养马糕手-,舰长
35,519274401,CL_LuckyE,舰长
36,24239231,黑子冥月,舰长
37,297192189,今天的冬木也很热闹,舰长
38,23235335,韩沐渚,舰长
39,66952897,秋风阿柒,舰长
40,19006229,鄙人姓馋名猫,舰长
41,490962527,照客,舰长
42,2206033,田居小铃,舰长
43,264489711,北极星夜,舰长
44,189598054,i珂i,舰长
45,363297560,乙坂奈绪,舰长
46,249454154,白羽落鹰,舰长
47,383036333,潇潇无雨声,舰长
48,177736688,闻艺wy,舰长
49,4749805,北纬零度的浅湾,舰长
50,21798828,是大野猫,舰长
51,396799678,玻璃剑゜,舰长
52,277780459,星兰影,舰长
53,1810730016,萝宝的凳子,舰长
54,381421723,幻梦思念,舰长
55,28523110,伏特加啡,舰长
56,447525381,MNI俗D,舰长
57,234314275,秋半寒,舰长
58,37109634,墨白叙画,舰长
59,2024310242,萝宝de星墨,舰长
60,11393326,CKylin_小凌,舰长
61,1588808265,diHatsuneMiku,舰长
62,3546393505433751,爱情是糖捏,舰长
63,591355861,小小空洞骑士,舰长
64,1890592621,冬之热,舰长
65,1121669110,微の影,舰长
66,519430260,离璃爱摸鱼,舰长
67,2118208740,枫花_风叶,舰长
68,220080396,爱吃面包的皮小皮OvO,舰长
69,143318656,拉伯です,舰长
70,1208711886,心念丶背风,舰长
71,277949651,训练家是我耿鬼哒,舰长
72,180501594,疑惑的苟子,舰长
73,188856657,黎光和鸟,舰长
74,33450404,孤逝心,舰长
75,33056814,萝清秋,舰长
76,4792808,san值直线下降的真寻,舰长
77,381664267,洛丽玛丝_,舰长
78,102308364,釋然乄,舰长
79,3546383783037041,coc疯狂的冒险人,舰长
80,404566288,幻夕hxi,舰长
81,378856782,孤独伴我左右喵,舰长
82,392803366,星月华影,舰长
83,4738109,绯樱_-,舰长
84,292176926,苏奕_Lucky,舰长
85,179812137,琉璃丶夜绒,舰长
86,543935612,或许佐伊也会爱上我,舰长
87,353118440,桐叶子kirihato,舰长
88,675461757,风萧萧13,舰长
89,1959670000,鎏槐,舰长
90,86714297,怎么啥昵称都已存在捏,舰长
91,3546651323009297,冷凝火,舰长
92,367222006,猫奈布丁,舰长
93,1825360112,天天只知道摆烂的鲲,舰长
94,45370284,伊人月千寻,舰长
95,419513486,大白给术士,舰长
96,7432993,本是一只小黑子,舰长
97,3546596253895217,藍祤子,舰长
98,21584512,幻想乡表秦帝,舰长
99,356910613,阿洛林xy,舰长
100,1481634899,行云n,舰长
101,33069272,熙珺Seiro,舰长
102,316816926,汤圆zl,舰长
103,1169667370,北涯先生,舰长
104,471492810,喂鱼丿抽猫,舰长
105,1504261454,雨柟,舰长
106,444879945,凌雪冬雏,舰长
107,196249203,儒雅的会心一笑,舰长
108,3493128373799849,体是谁,舰长
109,66801196,-德德德德德丽莎-,舰长
110,3071003,树树是shadel,舰长
111,3546572719655137,小莫937374,舰长
112,1689708,野生的凌澈子,舰长
113,42269850,爪巴王-YBW,舰长
114,357240569,上班不摸鱼の江,舰长
115,1356196765,徐泽魈杨,舰长
116,52135598,绝翼之,舰长
117,4132737,宋仁厚,舰长
118,3546673169041431,体是谁2,舰长
119,298389080,わたしは折纸大师,舰长
120,1655002101,是酸菜余不是酸菜鱼,舰长
