rank,uid,username,type
1,5729200,畏光゛,提督
2,11965818,喜欢玉玉的面包片同学,提督
3,424384495,面包の假期,提督
4,3493294526958393,萝宝宝の月月,舰长
5,249594967,小锦狸oi,舰长
6,34157994,爱学习的萌新白面包,舰长
7,367346953,洛天启I黑星,舰长
8,36132907,猫鳄霸,舰长
9,519274401,CL_LuckyE,舰长
10,11933095,靑鋆子,舰长
11,35505931,无是吾,舰长
12,452182553,一条咸化鲨鱼,舰长
13,437490940,养马糕手-,舰长
14,60461156,-我-永远喜欢爱莉希雅,舰长
15,509846987,枫浅沐熙,舰长
16,484156,欧卡尼亚,舰长
17,164870864,萝宝の橙子,舰长
18,456839656,凌冬寒九,舰长
19,1942864208,卡萝尔Akuma,舰长
20,13313146,御坂スティーブ,舰长
21,264489711,北极星夜,舰长
22,106797737,yameito,舰长
23,573508245,鸢桦aky,舰长
24,1121669110,小微影不熬夜,舰长
25,189598054,i珂i,舰长
26,123729248,天麟夜宇,舰长
27,1695619600,阳气四射,舰长
28,3546393505433751,爱情是糖捏,舰长
29,591355861,小小空洞骑士,舰长
30,4738109,绯樱_-,舰长
31,667808281,萝饱杨,舰长
32,7667147,尾刀大师,舰长
33,177736688,闻艺wy,舰长
34,392082420,V圈守墓人-逆风21314号,舰长
35,3546669796821037,何处梦清秋,舰长
36,141675125,卧继而榜影,舰长
37,507853569,夜浩ya,舰长
38,33056814,萝清秋,舰长
39,30683849,风凌碧落,舰长
40,416014101,肥灵魅,舰长
41,3546715697187565,龙之梦迷,舰长
42,32957306,monky_kon,舰长
43,11398089,一里Bocchi酱,舰长
44,1554871865,终焉之后的梦醒,舰长
45,343836607,二零237,舰长
46,2036510791,胡堂主今日第二碑半价,舰长
47,297704428,我真的不想咕咕咕咕咕,舰长
48,297553448,良辰奉陪到底,舰长
49,1752460669,过期の零食,舰长
50,95319340,小羊的gachi浅忆OK,舰长
51,3494361880856991,可洛Cro_,舰长
52,3546589490579684,无敌耗子大王,舰长
53,3546936453892575,T0小西王信仰玩家,舰长
