rank,uid,username,type
1,5729200,畏光゛,提督
2,11965818,面包的玩物火柴,提督
3,3546598770477604,不知眠深,提督
4,3493294526958393,萝宝宝の月月,舰长
5,249594967,久爱锦狸,舰长
6,34157994,爱学习的萌新白面包,舰长
7,367346953,洛天启I黑星,舰长
8,677668473,萝哥の现亦,舰长
9,519274401,CL_LuckyE,舰长
10,36132907,猫鳄霸,舰长
11,424384495,面包の假期,舰长
12,11933095,靑鋆子,舰长
13,452182553,一条咸化鲨鱼,舰长
14,484156,欧卡尼亚,舰长
15,456839656,凌冬寒九,舰长
16,437490940,养马糕手-,舰长
17,509846987,枫浅沐熙,舰长
18,79963241,cube_miku,舰长
19,60461156,-我-永远喜欢爱莉希雅,舰长
20,189598054,i珂i,舰长
21,1942864208,卡萝尔Akuma,舰长
22,573508245,鸢桦aky,舰长
23,264489711,北极星夜,舰长
24,1695619600,阳气四射,舰长
25,106797737,yameito,舰长
26,3546393505433751,爱情是糖捏,舰长
27,591355861,小小空洞骑士,舰长
28,4738109,绯樱_-,舰长
29,3546813472704931,小小小鼠崽,舰长
30,392082420,V圈守墓人-逆风21314号,舰长
31,30683849,风凌碧落,舰长
32,3546669796821037,何处梦清秋,舰长
33,32957306,monky_kon,舰长
34,3546715697187565,龙之梦迷,舰长
35,487202536,最喜欢吃脚脚啦,舰长
36,3494353326573754,砚烛,舰长
37,11398089,一里Bocchi酱,舰长
38,143318656,拉伯です,舰长
39,297704428,我真的不想咕咕咕咕咕,舰长
40,343836607,二零237,舰长
41,1326809254,序三数秋,舰长
42,401601766,孑孓排骨汤,舰长
43,3493128373799849,想去em忘词了,舰长
44,494671967,故寓诸无竟,舰长
45,12498526,小林就是Kobayashi,舰长
46,484943658,Astralis的金鱼本人,舰长
47,9976197,溺毙流沙,舰长
