rank,uid,username,type
1,5729200,畏光゛,提督
2,3493294526958393,萝宝宝の月月,舰长
3,11965818,喜欢玉玉的面包片同学,舰长
4,249594967,小锦狸oi,舰长
5,34157994,爱学习的萌新白面包,舰长
6,367346953,洛天启I黑星,舰长
7,36132907,猫鳄霸,舰长
8,519274401,CL_LuckyE,舰长
9,11933095,靑鋆子,舰长
10,424384495,面包の假期,舰长
11,452182553,一条咸化鲨鱼,舰长
12,437490940,养马糕手-,舰长
13,60461156,-我-永远喜欢爱莉希雅,舰长
14,509846987,枫浅沐熙,舰长
15,484156,欧卡尼亚,舰长
16,164870864,萝宝の橙子,舰长
17,152425867,戳戳是坏蛋,舰长
18,1942864208,卡萝尔Akuma,舰长
19,264489711,北极星夜,舰长
20,106797737,yameito,舰长
21,1121669110,小微影不熬夜,舰长
22,189598054,i珂i,舰长
23,123729248,天麟夜宇,舰长
24,24239231,黑子冥月,舰长
25,1695619600,阳气四射,舰长
26,3546393505433751,爱情是糖捏,舰长
27,363297560,乙坂奈绪,舰长
28,591355861,小小空洞骑士,舰长
29,4738109,绯樱_-,舰长
30,667808281,萝饱杨,舰长
31,392082420,V圈守墓人-逆风21314号,舰长
32,3546669796821037,不是内个秋,舰长
33,507853569,夜浩ya,舰长
34,141675125,卧继而榜影,舰长
35,1500544767,楠鱼黑粉头子_云夜,舰长
36,234314275,秋半寒,舰长
37,30683849,风凌碧落,舰长
38,2105847908,韩沐蛛蛛,舰长
39,30412734,哈嘻嘻系,舰长
40,1911862816,一般路过小光_,舰长
41,416014101,肥灵魅,舰长
42,1356196765,徐泽魈杨,舰长
43,12636873,jjacky546,舰长
44,32957306,monky_kon,舰长
45,455895748,沉默の小花生,舰长
46,1440754874,不知所措的小jo,舰长
47,1752460669,过期の零食,舰长
48,95319340,小羊的gachi浅忆OK,舰长
49,3494361880856991,可洛Cro_,舰长
50,297704428,我真的不想咕咕咕咕咕,舰长
51,3546589490579684,无敌耗子大王,舰长
52,335403697,给我白色郁金香,舰长
53,18466840,Foolan_,舰长
54,3546603965122893,柒月爱玖,舰长
55,627611914,希月翎艾,舰长
56,1781838171,抹茶-小面包,舰长
57,25509628,小田螺得大火-海绵版,舰长
58,1345922535,我叫睡神老许,舰长
59,494671967,故寓诸无竟,舰长
