rank,uid,username,type
1,9174916,我是车神GTR,提督
2,5729200,畏光゛,舰长
3,3493294526958393,萝宝宝の月月,舰长
4,11965818,转生成为超好用电击棒,舰长
5,519274401,CL_LuckyE,舰长
6,34157994,爱学习的萌新白面包,舰长
7,367346953,洛天启I黑星,舰长
8,677668473,萝哥の现亦,舰长
9,424384495,傲罗の假期,舰长
10,36132907,猫鳄霸,舰长
11,60461156,-我-永远喜欢爱莉希雅,舰长
12,11933095,靑鋆子,舰长
13,484156,欧卡尼亚,舰长
14,573508245,鸢桦aky,舰长
15,437490940,养马糕手-,舰长
16,189598054,i珂i,舰长
17,1512279910,我是路痴qwq,舰长
18,264489711,北极星夜,舰长
19,509846987,枫浅沐熙,舰长
20,32957306,monky_kon,舰长
21,1695619600,阳气四射,舰长
22,650902976,星辰落缨,舰长
23,152425867,戳戳是坏蛋,舰长
24,1789334557,浅川舍人,舰长
25,106797737,yameito,舰长
26,3546393505433751,爱情是糖捏,舰长
27,363857729,玉咩咩碳,舰长
28,591355861,小小空洞骑士,舰长
29,4738109,绯樱_-,舰长
30,501191565,白墨猛的一批,舰长
31,15201741,炼金师的炼习作,舰长
32,30683849,风凌碧落,舰长
33,3546669796821037,何处梦清秋,舰长
34,137309469,小N我的超人,舰长
35,1500544767,你云夜能有什么坏心思,舰长
36,11398089,一里Bocchi酱,舰长
37,1610659549,皮皮小八,舰长
38,3461576619199229,绪山洛,舰长
39,528746345,k4ksaw,舰长
40,1356196765,徐泽魈杨,舰长
41,347897700,水晶冥,舰长
42,505800931,清氵连,舰长
43,1440752106,春风共作狮子鸣-,舰长
44,8558920,一天九杯奶茶的Master,舰长
45,3546980712188599,太阳又坠机了,舰长
46,401601766,孑孓排骨汤,舰长
47,1345922535,我叫睡神老许,舰长
48,33056284,枯红山海棠,舰长
49,233645397,蘇軒然,舰长
50,3546915971008552,芝士的无言,舰长
51,240366288,澪依忻,舰长
52,666960177,三千红丝缘何处,舰长
53,16611962,哈撒孤独,舰长
54,1777382674,泠爱云,舰长
55,1811650231,墨砌文香,舰长
56,3461582558333746,忘年忽念,舰长
57,3493271506520774,小缘故梦,舰长
58,2141117570,万万灵,舰长
59,39820524,牵丝喵neco,舰长
60,535542637,ulsmallzhou,舰长
61,405983824,金沙曼华,舰长
62,897992,苏京一片雪白,舰长
63,1644120950,清莱ovo,舰长
64,515187863,六个硬币冲冲冲,舰长
65,5139802,Q丶Q紫枫,舰长
66,692424477,0零遴,舰长
67,487944808,赛博猴御医,舰长
68,176866047,雪夜的皮皮蛋,舰长
69,310597090,浅音早饭雅,舰长
70,3546581875821346,蕗茜菲尔,舰长
71,1415676595,偷偷滴看不见我,舰长
72,259474329,蜘蛛女神白織,舰长
73,426228455,玄非_,舰长
74,2097183,就叫可乐吧ヤ,舰长
75,66689820,嵢漓,舰长
76,4966834,Jill是鸽子,舰长
77,1794853552,能源层指定司书,舰长
78,6838639,一见钟情528,舰长
79,13841873,草人艺术馆,舰长
80,327105404,木呆的猫小白,舰长
81,1942327076,晦明如暗,舰长
82,38161805,倒头就睡的萧同学,舰长
83,15983872,夏娜521,舰长
84,448207158,怮哭的魑魅魍魉,舰长
85,3706971360332301,别再潇洒了,舰长
86,3546759229868162,语栀-_,舰长
